/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.000000, 992
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.010000, 998
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.020000, 995
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.030000, 995
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.040000, 994
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.050000, 995
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.060000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.070000, 995
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.080000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.090000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.100000, 1000
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.110000, 998
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.120000, 1001
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.130000, 1001
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.140000, 998
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.150000, 999
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.160000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.170000, 996
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.180000, 1000
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.190000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.200000, 996
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.210000, 998
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.220000, 998
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.230000, 996
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.240000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.250000, 993
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.260000, 996
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.270000, 999
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.280000, 995
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.290000, 996
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.300000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.310000, 995
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.320000, 993
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.330000, 994
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.340000, 994
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.350000, 993
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.360000, 998
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.370000, 997
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.380000, 994
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.390000, 993
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.400000, 993
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.410000, 992
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.420000, 992
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.430000, 991
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.440000, 990
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.450000, 989
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.460000, 990
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.470000, 992
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.480000, 992
/Users/ninocarrillo/github/audio/t1_16000.wav, 7, 0.490000, 992
